BCI-AV#	Blissymbol	English	Char	Char	5350	1497	212	34	4	1
25117		Moominpappa		25118	14157					
25118		Moomintroll		23577	25575					
25119		move,movement	Y	18232	13901					
25120		mummy_(general)		12870	13642	13365				
25121		mummy_(imaginary)		23577	13642	13365				
25122		murder		25104	16194					
25123		murder		25122	8993					
25124		murderer		16161	25122					
25125		nosy		25040	15733	8998				
25126		nuclear_fuel		14412						
25127		oil_(fuel)		14412	15914					
25128		oil_power,oil_energy		13936	15914					
25129		OK,alright		14164	13939	8998				
25130		Olympics,Olympic_games		16451	8501	16675				
25131		oppressed,unfree		25132	8998					
25132		oppression,captivity,slavery	Y	14164	13934					
25133		out_of_(backward)	Y	13934	12613					
25134		out_of_(upward)	Y	13934	17983					
25136		passive		25137	8998					
25137		passivity		15474	12335					
25138		pill_box		13403	17732	16176				
25139		Poland		13423	14173					
25140		Portugal		13423	24949	15710		15710		
25141		power_plant,power_station		14905	13936					
25142		precious,treasured		13948	14164	12374	8998			
25143		precious_thing,treasure		17717	25142					
25144		prison_officer		16161	18274	18257				
25145		prisoner		16161	18257					
25146		pump		17755	23169					
25147		pump		25146	8993					
25148		rag		13365	12907					
25149		rags_(worn-out_clothes)		13366	24847	13935				
25150		resign,quit_(1)		25152	8993					
25151		resign,quit_(2)		25153	8993					
25152		resignation_(1)		13935	18274					
25153		resignation_(2)		13658	18274					
25154		retire		25156	8993					
25155		retired		25156	8998					
25156		retirement		25152	18289					
25157		roast,joint_(of_meat)		15444	12835					
25158		robot		15406	12335	16161				
25159		sack,dismiss		25161	8993					
25160		sacked,dismissed		25161	8998					
25161		sacking,dismissal		25152						
25162		safari,wildlife_expedition		25119	16747	12378				
25163		Saturday_(day1)		13639	8497					
25164		Saturday_(day6)		13639	8502					
25165		Saturday_(day7)		13639	8503					
25166		scoundrel,villain		16161	15439					
25167		protector,guard		16161	16705					
25168		Sniff		23577	12347					
25169		Snork		23577	25575	14443				
25170		Snork_Maiden		23577	25575	16675				
25171		Snufkin		23577	12888	15681				
25172		solar_energy,solar_power		13936	17462					
25173		space_travel,space_voyage,space_flight		25119	24451					
25174		speech_(event)		16728	14114	14647	16161			
25175		secret_agent,spy		16161	16745	23542				
25176		steak		15444	22381	9009				
25177		still,calm,peaceful,tranquil		15474	12610	8998				
25178		stolen_goods		14457	25191					
25179		summary,abstract		24897	23542	16962				
25180		Sunday_(day1)		13639	8497					
25181		Sunday_(day2)		13639	8498					
25182		Sunday_(day7)		13639	8503					
25183		supporters,cheering_section		14646	23224	14947				
25184		Switzerland		13423	13363	9009				
25186		take_off_(rocket)		25187	8993					
25187		takeoff_(rocket)		16680	14947					
25189		technology		14430	15406					
25190		The_Groke		23577	25533					
25191		theft		24727	15733					
25192		thrilling,scary		14164	14128	14947	8998			
25193		Thursday_(day4)		13639	8500					
25194		Thursday_(day5)		13639	8501					
25195		Thursday_(day6)		13639	8502					
25196		Toffle		23577	16703					
25198		tour,sightseeing		25119	15449					
25199		trap		17717	23200	16194				
25200		trap		25199	8993					
25201		hidden_treasure,treasure_trove		14971	16745					
25202		tropical_rain_forest,jungle		14648	22598					
25203		Tuesday_(day2)		13639	8498					
25204		Tuesday_(day3)		13639	8499					
25205		Tuesday_(day4)		13639	8500					
25206		Turkey		13423	25018					
25207		Ukraine		13423	24780					
25208		usually_do,habitually_do		25072	8993					
25209		vampire		23577	12861					
25210		warn		25211	8993					
25211		warning		16728	13632					
25212		wave_power,wave_energy		13936	21880					
25213		weapon		17755	13645					
25214		Wednesday_(day3)		13639	8499					
25215		Wednesday_(day4)		13639	8500					
25216		Wednesday_(day5)		13639	8501					
25217		weekend		13935	18217					
25218		werewolf		23577	18268					
25220		wind_power,wind_energy,wind_farm		13936	18255					
25221		worn-out,raddled		24847	13935	8998				
25222		zombie		23577	13642	18031				
25223		touch,touching		12335	14667					
25250		airforce,air_force		12579	17006					
25251		airport_terminal		16430	12357					
25252		air_traffic_controller		15182	14647	12357				
25253		alarm		17755	24922	14947				
25254		alternate		25257	8993					
25255		alternating		25257	8998					
25256		alternating_current,AC		16677	13918	25257				
25257		alternation	Y	14390	12613					
25258		ammeter		23092	25289	9009				
25259		amplitude		15443	24909	21880				
25260		Arabic_(language)		15172	15659					
25261		attack		12335	18036					
25262		attack		25261	8993					
25263		Batman		23577	12636					
25264		bedbug,wall_louse		26018	24914					
25265		beige		13377	13901	17193				
25266		biathlon		20518		13120				
25267		bird_of_prey,raptor,falcon,hawk,eagle	Y	12837						
25268		bless		14440	15981	16420	8993			
25269		have_a_view,have_an_opinion		15925	8993					
25270		cabin_(airplane)		16687	12357					
25271		camping_mat,sleeping_mat		13365	16163					
25272		camping_stove		17273	13125					
25273		carve		15159	16940	8993				
25274		chase	Y	14390	14390					
25275		chase		25274	8993					
25276		cipher		12366	16745					
25277		closed		13934	8998					
25278		clue		23542	17739	12393				
25279		cousin_(male)		17209	16972	15968				
25280		cousin_(female)		13638	16972	15968				
25281		direct_current,DC		25289	14390					
25282		cylinder_for_breathing		13115	12900					
25283		Danish_(language)_(OLD)		15172	25623					
25285		digital_memory,RAM		23589	23476					
25286		Egypt		13423	16443					
25287		electric_circuit		16675	13918					
25288		electric_conductor_(OLD)		17724	13918	9009				
25289		electric_current		16677	13918					
25290		electric_field	Y	26059	13918					
25291		electric_insulator,electrical_insulator		25326	13918					
25292		electro_magnet		17717	25340	13918				
25293		engagement		12656	15425					
25295		Estonian_(language)		15172	24097					
25296		fiance,groom-to-be		15416	25293					
25297		fiancee,bride-to-be		18269	25293					
25298		fingerprint		25327	14180					
25299		Finnish_(class)		13352						
25300		Finnish_(language)		15172	14182					
25301		fire_extinguisher		13115	25556					
25302		fire_place,campfire_site		16193	17273					
25303		firecraft		15162	12335	14183				
25304		first_aid_kit		12890	14187	9009				
25305		fish_bone		12873	14190					
25306		flight_instrument(s)		23092	12357	9009				
25307		flight_deck,cockpit		16687	16179					
25308		footprint		25327	14379					
25309		French_(language)		15172	25063					
25310		frequency_(wave_motion)		25411	21880					
25311		front,front_of_a_thing	Y	17717	26059					
25312		full,satisfied		14164	14413	14377	8998			
25313		fuse		17717	16420	13918				
25314		fuselage		12870	12357					
25315		gas_cylinder		13115	14424					
25316		gathering_of_scouts,jamboree		14427						
25317		hangar		14420	12357					
25318		head_louse		26018	14660					
25319		headset		24889	24749					
25320		hike		25321	8993					
25321		hiking		12335	15189	15921				
25322		Icelandic_(language)		15172	14919	14183	14919			
25323		illustrate		25325	8993					
25324		illustrated,illustrating		25325	8998					
25325		illustration		23583	16172					
25326		impermeable_material,insulation_(material)		13365	13935					
25327		imprint,trace,track		13910	24422					
25328		inhaler		12890	12900					
25329		insomnia		25379	15474	17008				
25330		Iran		13423	16211					
25331		Irish_(language)		15172	16939					
25332		Italian_(language)		15172	23597					
25333		ladybird		14943	13867					
25334		landing_gear		18232	12357					
25335		lifeline		17276	14704					
25336		light_(weight)		18221	15221	8998				
25337		liquid		14430	18209					
25338		magnet		17717	25340					
25339		magnetic_field	Y	26059	25340					
25340		magnetism	Y	23150						
25341		make_and_tend_a_fire		12335	14183	8993				
25342		medication_for_breathing		15448	12900					
25343		memory_game,Kim's_game		14418	23589					
25344		national		13423	8998					
25345		national_day		13639	13423					
25346		navigate_airplane		12335	24749	12357	8993			
25347		Norwegian_(language)		15172	22613					
25348		organization,organizing		16194	15671	17717				
25349		orienteer_(sport)		25351	8993					
25350		orienteer,read_map		25352	8993					
25351		orienteering_(sport)		20518	15421					
25352		map_reading		12335	15421					
25354		PEP_mask		25409	23169	9009				
25355		perch_(fish)		14190	23627					
25356		period_(wave_motion)		15212	21880					
25357		permeable_material		13365	17724					
25358		Persian_(language)		15172	16211					
25359		personal_measurement		15443	16752					
25360		plant-louse		26018	16196					
25362		propeller,rotor_(blades)	Y							
25363		radio_(2)		13934	13894	24750				
25364		rear,back_of_a_thing	Y	26059	17717					
25365		rowdy,raucous		25413	8998					
25366		runway_(airport)		16193	12357	25401				
25367		Russian_(language)		15172	23642					
25368		equal,same		16713	8998					
25369		science_centre		23008	23651					
25370		scout_(etc)		16161						
25371		scouting_(etc)		15162	12335	14704				
25372		signal_strength_meter		23092	24750	9009				
25373		sleepy		14164	15474	17008	8998			
25374		sniffer_dog		12380	15732	23542				
25375		social_network,facebook_(etc)		14118	25552	16161				
25376		Spain		13423						
25377		Spanish,Castilian_(language)		15172	23437					
25378		Spiderman		23577	17229					
25379		state_of_mind	Y	15471	24443					
25380		suicide		13135	13645	16752				
25381		Superman		23577	23418					
25382		tail_(airplane)		25364	12357					
25383		tail_wing_(airplane)		18259	25382					
25384		take_off_(airplane)		17499	8993					
25385		Tarzan		23577	25202					
25386		tie_whipping_knot		25393	8993					
25387		top,top_of_a_thing	Y	26059	17717					
25388		tracker		16161	24949	25327				
25389		turquoise		13377	17006	14636				
25390		working_uniform		13366	24634					
25391		wave_length		15193	21880					
25392		veterinarian		13861	12378					
25393		whipping_knot		25616	17276					
25394		wind_turbine		25395	13918					
25395		windmill		23240	25362					
25396		voltage	Y	15214	13918	15214				
25397		voltmeter		23092	25396	9009				
25398		wrap,wind		25616	8993					
25399		wreck,wreckage_(airplane)		12357	24883					
25400		wreck,wreckage_(boat)		12869	24883					
25401		ascending_and_descending	Y	17987	13870					
25402		land_(airplane)		15171	8993					
25405		different,other,unequal		13675	8998					
25406		swing,swinging	Y							
25407		magnetic_pole		22599	25340					
25408		bottom,bottom_of_a_thing	Y	26059	17717					
25409		breathing_aid		12355	12900	9009				
25410		sitting_mat		13365	16165					
25411		frequency		15742	15212					
25412		sleepless		25329	8998					
25413		quarrel,row		12335	14427	15733				
25414		Germany		13423						
25415		German_(language)		15172	25414					
25416		Thailand		13423			12321			
25417		Romania		13423						
25418		artillery		12579	13120					
25419		German_(class)		13352	25415					
25420		Romanian_(class)		13352	25421					
25421		Romanian_(language)		15172	25417					
25422		armoured_force,tank_force		12579	17504					
25423		Thai_(class)		13352	25424					
25424		Thai_(language)		15172	25416					
25430		appendix,cecum,caecum		25460	13935					
25431		beginning_of_year		12658	18289					
25432		body_painting		16172	12870	12913				
25433		bracelet		24826	12577					
25434		brain_signal	Y	15471	13918					
25435		breastbone,sternum		12873	13161					
25436		brooch		24826	13366					
25437		cannula_(with_needle)		25469	15703					
25438		cardiovascular_system		14430	23911	14695				
25439		catheter_(urine)		25469	17990					
25440		cellular_fluid		18209	21540					
25441		Christmas_Eve_(day)		13639	12656	12843	13613			
25442		Christmas_Eve_(evening)		13950	12656	12843	13613			
25443		circulatory_system		14430	23911	24249				
25444		collarbone,clavicle		12873	16964	12656				
25445		day_before_holiday		13639	12656	14884				
25446		drug_(leaf_based)		15183	13158					
25447		earring		24826	13894					
25448		end_of_year		13935	18289					
25449		endocrine_system		14430	25452					
25450		feeding_tube		25469	14377					
25451		gastrointestinal_system		14430	23911	14377				
25452		gland		23911	13158					
25453		glitter		22362	17252					
25454		have_a_tea_break,have_a_coffee_break		16497	13882	8993				
25455		heel_(shoe)		16420	14700					
25456		high_heeled_shoes,high_heels		25455	14711					
25457		humerus,upper_arm_bone		12873	25507					
25458		indicator_(diminutive_form)_OLD	Y	15221						
25459		insulin		13158	21540	18274				
25460		intestine(s),bowel(s),gut(s)		23911	14377	24296				
25461		large_intestine		25460	16962					
25462		liver		25452		12334				
25463		lower_arm		12577	17969					
25464		lower_arm_bone(s)		12873	25463					
25465		lung(s)		23911	12900					
25466		lymph		25440	16420					
25467		lymph_node,lymph_gland		23911	25466					
25468		lymphatic_system		14430	25466					
25469		medical_tube,catheter,cannula		24296	15446					
25470		necklace		24826						
25471		nerve		14647	25473					
25472		nervous_system		14430	25473					
25473		neuron		21540	13918					
25474		New_Year_(general)		13639	12658	18289				
25475		New_Year's_eve_(day)		13639	12656	12843	18289			
25476		New_Year's_eve_(evening)		13950	12656	12843	18289			
25477		New_Year's_eve,end_of_year_(day)		13639	13935	18289				
25478		New_Year's_eve,end_of_year_(evening)		13950	13935	18289				
25479		oesophagus,gullet		23911	14377	14435	24296			
25480		organ,inner_organ,inner_body_part	Y	12870	13867					
25481		pancreas		25452	25459					
25482		pierce_(jewellery)		17724	24826	8993				
25483		pierce		17724	15159	8993				
25484		piercing_(thing)		24826	17724					
25485		rectum		25460	18043					
25486		respiratory_system		14430	25465					
25487		rib(s)		12873	16974					
25488		ring_(finger)		24826	14180					
25489		salivary_gland		23911	16710					
25490		sequin(s),spangle(s)		25453	13365					
25491		shoulder_blade,scapula		12873	16964	12348				
25492		skull,cranium		12873	14689					
25493		small_intestine		25460	15229					
25494		snuff_(nose)		25446	15732					
25495		snuff,kat,coca		25446	15666					
25496		spleen		25452	12861					
25497		stoma,medical_hole		14883	15446					
25498		stomach,tummy,tum		23911	14377	13403				
25499		tattoo_(permanent)		16172	12870	15703				
25500		tattoo_(sticker)		16172	12870	23409				
25501		tattoo,picture_on_skin		16172	17001					
25502		tea_break,coffee_break		16497	13882					
25503		tendon		15216	20517	12873				
25504		tissue_(body)		14647	21540					
25505		trachea,wind_pipe		25465	24296					
25506		tracheotomy_tube,tracheal_tube		25469	12900					
25507		upper_arm		12577	15948					
25508		vascular_system		14430	23911	12861				
25509		work_day		13639	18274					
25520		ability_(half_sized)	Y	13867	25554					
25521		animal_(bushy_tailed)	Y	12378	25600					
25522		away,at_a_distance,off	Y	15214		26059				
25523		bad_conscience	Y	13401	15474					
25524		ball_field	Y	12621	13901					
25525		biochemical_product,organic_compound	Y	13158						
25526		blindness	Y	14133	24883					
25527		boarding,embarkation_(to_sea)	Y	12640	14390					
25528		bones_with_joint	Y	12873	12873					
25529		bottleneck,bottle_opening	Y	12880	26059					
25530		bread_surface	Y	12895	26059					
25531		buttocks_and_genitals	Y	16166	26059					
25532		case,casing	Y	13934	17717					
25533		coldness,cold	Y	26059	14919					
25534		compression,compressing,squeezing	Y	14390	17717	12613				
25535		container,basket_(high)	Y	13403						
25536		container_(low)	Y	13403						
25537		corner	Y	25620	26059					
25538		correct_thinking	Y	15471	12374					
25539		incorrect_thinking	Y	15471	15474					
25540		couple_(female)	Y	18269	18269					
25541		couple_(male)	Y	15416	15416					
25542		crossed_racquets_(OLD)	Y	16452	16452					
25543		deafness	Y	13894	24883					
25544		debarkation,disembarkation_(ashore)	Y	12640	12613					
25545		adversity,hardship,setback	Y	14390						
25546		depth	Y	15214	26059	15214				
25547		miscarriage,abortion_(general)	Y	13395	13665					
25548		detachment,separation,breakup	Y	15214	15474	15214				
25549		diamond_(character)	Y							
25550		digging,excavation	Y	16966	13901					
25551		digital_space_(limited)	Y	25579	23476					
25552		digital_world	Y	18278	23476					
25553		disturbance,unrest	Y	15981	24883					
25554		evaluation,value_(half-sized)	Y							
25555		exchange,substitution	Y	24727						
25556		extinction,extinguishing_(fire)	Y	14183	24883					
25557		eyelid(s)	Y	14133	26059					
25558		eyelid_(lower)	Y	14133	26059					
25559		farness,remoteness,farawayness	Y	15214		15214		25586		
25560		fatness,thickness	Y	15214		15214				25622
25561		fatness,thickness_(OLD)	Y	15214	15214					
25562		floating_container	Y	13403	25777					
25563		flower,bloom,blossom	Y	14205	26059					
25564		fold,folding,pleating	Y							
25565		freezing,hardening,solidifying	Y	18209	17717	8993				
25566		from_sky	Y	17006	13869					
25567		fruit_(pointed)	Y	14405						
25568		future_(uncertain)	Y	14417						
25569		good_conscience	Y	13401						
25570		hidden_thing	Y	17717	13901					
25571		horse_neck	Y	14897	26059					
25572		horse_rump	Y	14897	26059					
25573		hypodermic_needlepoint	Y	14941	26059					
25574		hypothesis,theory	Y	13607						
25575		imprint,depression	Y							
25576		insurance	Y	16420	25568					
25577		left_turn,left_(position_or_direction)	Y							
25578		leg_and_foot	Y	15189	26059	25578				
25579		limit(s),limitation,restriction	Y	15214		15214				
25580		mane_(lion_etc)	Y	12870	14660					
25581		mash,mush,pulp_(food)	Y	14390	14377	12613				
25582		mask_(disguise)	Y							
25583		meeting,encounter	Y	14390	12613					
25584		meeting_and_parting	Y	25583	25592					
25585		metaphor_(winged)	Y	15460						
25586		nearness,closeness,proximity	Y	15214	15214					
25587		newness,novelty	Y	15206	12658					
25588		no_speech,anarthria	Y	16728	24883					
25589		opposing_forces,counter-forces	Y	12613	12613					
25590		out_of_body_(upward),regurgitation	Y	12870	17983					
25591		outdoor_(character)	Y	14905						
25592		parting	Y	12613	14390					
25593		permission,allowance_(moral)	Y	13401						
25594		pizza_slice(s),sector(s),circle_sector(s)	Y							
25595		plus_minus	Y	25596	15474					
25596		plus_sign_(low)	Y	12374						
25597		protected_water	Y	16420	25777					
25598		protection_with_pointer	Y	16420	26059					
25599		pull,pulling	Y	17717	14390					
25600		raised_wavy_line	Y							
25601		recording_disk	Y							
25602		reflection_(mental),consideration	Y	15471	22384					
25603		ride,drive	Y	16165	14390					
25604		right_turn,right_(position_or_direction)	Y							
25605		ruin,wreck,wreckage_(building)_(1)	Y	14905	24883					
25606		shallowness	Y		26059					
25607		shekel_(character)	Y							
25608		shuttlecock,birdie_(badminton)	Y	12621	18259					
25609		sitski,sit_ski	Y	25610	16165					
25610		ski,runner_(sled_etc)	Y							
25611		smoking_(cigarette)	Y	15666		14183				
25612		smoking_(pipe)	Y	15666		14183				
25613		snowshoe	Y							
25614		projectile,rocket,spacecraft	Y	17717						
25615		sperm_destruction	Y	17226	24883					
25616		spiral	Y							
25617		spitting	Y	15666						
25618		sport_stick_and_ball,bandy_stick	Y	17235	12621					
25619		sport_stick_and_puck,hockey_stick	Y	17235	13685					
25620		square_(oblique)	Y							
25621		thawing,melting	Y	17717	18209					
25622		thinness,narrowness	Y		26059					
25623		three_Danish_waters_(OLD)	Y	18209	18209	18209				
25624		trailer,container_transport	Y	18010						
25625		transport,transportation	Y	17717	18232					
25626		tree_or_wood_destruction	Y	17775	24883					
25627		turn,turning	Y							
25628		under_(ground_level)	Y	13901						
25629		understanding,comprehension	Y	14952	15162					
25630		unfolding	Y							
25631		Union_Jack_pattern	Y							
25632		water_animal_(big_tail)	Y	12389						
25633		water_on_ground_(flooding)	Y	18209	13901					
25634		wideness,broadness	Y	15214	26059	15214				
25635		wok,wok_pan	Y	13403						
25636		woman_(below_waist)	Y	18269	26059					
25650		actor		16161						
25651		Alice_(in_Wonderland)		21624	14439					
25652		altruism,selflessness		14440	24880					
25653		among,amongst		12669	15671					
25654		artist		16161	12581					
25655		baguette		12895	15229					
25656		baking_powder		16233	16683	17983				
25657		ballot,voting_slip		15962	13175					
25658		barn		14905	14625					
25659		bird_nest,birdnest		13403	12837	13911				
25660		birdhouse,house_for_bird		14905	12837					
25661		blog,web_blog		12875	13639	23476				
25662		boar		16175	15414					
25663		boyfriend		15416	15400					
25664		bread_(sliced),sliced_bread		12895	15159					
25665		bread_crust		16954	12895					
25666		bread_knife		15159	12895					
25667		bread_with_fruit		12895	14405					
25668		bread_with_seeds		12895	16749					
25669		brother-in-law_(husband's_brother)		12909	14914					
25670		brother-in-law_(partner's_brother)		12909	17237					
25671		brother-in-law_(wife's_brother)		12909	18251					
25672		bun_(soft),roll_(soft),scone,brioche		23640	25575					
25673		business_idea		14926	13093					
25674		cactus		16196	23627					
25675		chat_(online)		16728	12610	23476				
25676		chat_(online)		25675	8993					
25677		cheat		25678	8993					
25678		cheating		12335	15474	17786				
25679		chick		13164	13166					
25680		classmate		16161	13943	13353				
25681		claw_(shellfish)	Y	15226	26059					
25682		client,customer		16161	14440	14704				
25683		colleague		16161	13943	18274				
25684		combine_(harvester)		15406	15159	14625				
25685		compass_(drawing)		17755	16690					
25686		cone,conifer_cone,strobilus		14405	14116					
25687		core_activity		12335	15464					
25688		cowshed		14905	12379					
25689		daughter-in-law		18251	15912					
25690		definition		25709	15441					
25691		dice,die		12860	15742					
25692		dichotomy,duality		15471	13857	8498				
25693		dictator_(OLD)		15182	25694					
25694		dictatorship_(country)		13423	13648	15474	13175			
25695		dilemma		16445	13676	13175				
25696		doll_pram,doll_carriage		18028	13862					
25697		dollhouse,doll_house		14905	13862					
25698		domestic_science,home_economics		23651	23536					
25699		domestic_science,home_economics_(class)		13352	23536					
25700		dormouse_(sleepy_rodent)		12386	17008					
25701		drop		13867	18209					
25702		employed,working		18274	8998					
25703		employee		16161	18274	12354				
25704		equilateral_triangle		17776	8499	25368				
25705		ewe		16950	14165					
25706		even_number		15742	15673	8498				
25707		excavator,digger,power_shovel		15406	25550					
25708		experience		15162	12335	16752				
25709		explanation,reason		15666	25629					
25710		family,couple_(female)	Y	18269	16420	18269				
25711		family,couple_(male)	Y	15416	16420	15416				
25712		family_(female)	Y	18269	12843	18269				
25713		family_(male)	Y	15416	12843	15416				
25714		farmhouse		14905	14151					
25715		father-in-law_(partner's_father)		14157	17237					
25716		female_friend		18269	14401					
25717		flower_meadow		15180	14205					
25718		get_engaged		25293	8993					
25719		girlfriend		18269	15400					
25720		grandchild		13166						
25721		graze		13906	14636	8993				
25722		handcraft,craft		14672	8993					
25723		handmade_figure,handicraft_(animal)		14672	12378					
25724		handmade_figure,handicraft_(person)		14672	16161					
25725		hare		12386	13894	12835				
25726		height,altitude		24806	25726					
25727		hen		13164	14165					
25728		henhouse,chicken_coop		14905	13164					
25729		home_worker		16161	18274	15484	14905			
25730		housekeep,housework		23536	8993					
25731		housekeeper		16161	23536					
25732		ice_layer		25748	14919					
25733		ice_skating_rink_(indoor)		14905	14924					
25734		icing		17238	25771					
25735		influence		13135						
25736		influence,affect		25735	8993					
25737		influenced,affected		25735	8998					
25738		inspiration		13135	24834	12335				
25739		inspire		25738	8993					
25740		inspired		25738	8998					
25741		interrupt_(in_conversation)		25742	8993					
25742		interruption_(in_conversation)		16728	12333					
25743		intuition		15162	14932					
25744		isosceles_triangle		17776	8498	16713				
25745		jobcentre,job-centre		14905	14118	18274				
25746		knight		16161	12616	15159				
25747		lawn_mower,mower		15406	17213	14636				
25748		layer,level	Y							
25749		long_for,yearn		25750	8993					
25750		longing,yearning		24834	14947					
25751		make_cheese		15410	13157					
25752		male_friend		15416	14401					
25753		married_(to_be)		15425	8998					
25754		measuring_cup		13621	15443					
25755		mislead		23137	15474	17786	8993			
25756		molasses,dark_syrup,black_treacle		22335	23844	9009				
25757		mother-in-law_(partner's_mother)		15662	17237					
25758		motivate		25760	8993					
25759		motivated		25760	8998					
25760		motivation		13135	14164	12335				
25761		odd_number		15742	15673	8498	12374	8497		
25762		partner_(game,dancing,business)		16161	17746	16161				
25763		pasture		15180	12378					
25764		pasture,put_out_to_pasture		25763	8993					
25765		patient,enduring		15976	8998					
25766		patient_(in_medical_care)		16161	14435	24920				
25767		pig_(wild),boar_(wild)		16175	15921					
25768		piggery		14905	16175					
25769		piglet		16175	13166					
25770		playhouse,play_house		14905	16200					
25771		powdered_sugar,icing_sugar		17453	16233	9009				
25772		principal,headteacher		15182	16734					
25773		prize,award,trophy		17717	18254					
25774		publication		24903	24887					
25775		publish		25774	8993					
25776		publisher		16161	25774					
25777		puddle,pool,water_(ground_level)	Y	18209						
25778		ram		16950	15414					
25779		reality	Y	15206	13901					
25780		rescue		14704	13632					
25781		rescue		25780	8993					
25782		right_triangle		17776	16674					
25783		root	Y	13901						
25784		ruin_(castle),castle_ruin		23437	24883					
25785		salesperson,shop_owner		16161	16756					
25786		scalene_triangle		17776	13675					
25787		sceptical,skeptical,questioning		25788	8998					
25788		scepticism,skepticism		13868	15925					
25789		schoolmate		16161	13943	16734				
25790		sculpture		18275	8499	17221				
25791		self-raising_flour		14204	17983					
25792		set_square	Y	16674	9009					
25793		sheath		16420	15159					
25794		sheep_shed,sheep_barn		14905	16950					
25795		sister-in-law_(husband's_sister)		16994	14914					
25796		sister-in-law_(partner's_sister)		16994	17237					
25797		sister-in-law_(wife's_sister)		16994	18251					
25798		slaughter		15159	12378					
25799		slaughter		25798	8993					
25800		slaughterer		16161	25798					
25801		slaughterhouse,abattoir		14905	25798					
25802		slice_of_bread,bread_slice		22381	12895	9009				
25803		slide,skid,slip		13871	8993					
25804		smartphone,digital_phone		24638	17518					
25805		son-in-law		14914	15912					
25806		sow		16175	14165					
25807		speaker,lecturer		16161	16728	15212				
25808		speech_recognition		23664	16728	15991				
25809		spider_web,cobweb,orb_web		13365	17229					
25810		sports_centre		14905	20518					
25811		stepdaughter		13638	25812					
25812		stepparent,step-parent	Y	17237	15968					
25813		stepson		17209	25812					
25814		strategy		16194	17247					
25815		sugar_lump,cube_(sugar)		17453	12860	9009				
25816		surrounded,encircled,surrounding		12580	8998					
25817		swim_centre		14905	24947					
25818		swimming_hall,indoor_swimming_pool		16687	24947					
25819		synthetic_speech,text-to-speech,tts		24756	23476					
25820		tablet_computer,tablet,tablet_PC_(1)		24638	13934					
25821		taco,taco_shell		16954	13413					
25822		tooth	Y							
25823		unemployed		15474	18274					
25824		well,water_well		14883	18209					
25825		voluntary		25827	8998					
25826		voluntary_work,unpaid_work		18274	15474	15484				
25827		volunteering		14704	14395					
25828		work_from_home		25829	8993					
25829		working_from_home		18274	15484	14905				
25830		yeast		24486	16683	17983				
25831		possible		15436	8998					
25832		question,be_sceptical,doubt		25788	8993					
25840		age		15742	18289					
25841		asteroid		16984	24437					
25842		balance,sense_of_balance		23542	16224	12870				
25843		balance_(general),poise		12335	15474	24894				
25844		balance_(general),poise		25843	8993					
25845		balance_(walking,standing)		18031	15474	24894	8993			
25846		barrow,grave_mound		25033	16188	14638				
25847		bathing_rule(s)		16697	16219					
25848		bike_lamp		13919		9009				
25849		birch		17775	18242	15730				
25850		birdfeeder,bird_table		16193	14377	8487	12837			
25851		cardboard,paperboard		15962	25860					
25852		chess		14418	22618					
25853		chewing-gum		22375	17517					
25854		collar		15972	13366					
25855		cornea		16420	14133					
25856		covered,hidden		15410	24173	8998				
25857		dairy		14140	15468					
25858		darkness		15474	15208					
25859		den,lair		14883	12378					
25860		dense,thick,compact,tight,jammed		25861	8998					
25861		density,denseness,compactness,tightness_(general)		15671	17717	14950				
25862		density,denseness,concentration_(measurement)		15443	17717	14950				
25863		disagree,discord,disaccord		25864	8993					
25864		disagreement,discord		15474	14164	12354				
25865		discordant		25864	8998					
25866		diver_(active_under_water)		16161						
25867		diver_(jump)		16161	22055					
25868		diving,activity_under_water		12335	17969	18209				
25869		diving_equipment,diving_gear		14647	17717	25868		25868		
25870		doorway,gate		13866	14167					
25871		dove		12837	15981					
25872		dust_storm,duster,sirocco		23956	16233					
25873		ear,spike,capitulum		15671	16749	14625				
25874		eastward		14390	13902	8998				
25875		equipment,gear		14647	17717	12335				
25876		fable,allegory,parable		17272	15411	15441				
25877		fairy_tale		17272	23577					
25878		fiber,fibre,fibril,filament,strand	Y							
25879		folk_tale,legend		17272	15975	23577				
25880		football_rule(s)		16697	14380					
25881		four-leaf_clover		16939	8500	15183				
25882		free_of_charge,gratis,for_free		15474	24842	8998				
25883		game_rule(s)		16697	14418					
25884		give_birth		12842	8993					
25885		globe_(map)		13900	15420					
25886		grave_field		16193	14638	15975				
25887		habitation,dwelling_place,site		16193	15223					
25888		head_lamp		13919	14689	9009				
25889		heap_of_sand		25033	16715					
25890		hearing,audition,auditory_sense		23542	13894					
25891		homeward		14390	14885	8998				
25892		ice_coated,ice_covered		25893	8998					
25893		ice_covering,ice_crust,ice_coating		14919	16954					
25894		into_(backward)	Y	12613	13934					
25895		into_(downward)	Y	13869	13934					
25896		into_(upward)	Y	17983	13934					
25897		iris_(eye)		16420	14133	15208				
25898		labyrinth,maze		16193	13676	15943				
25899		lamb		12843	16950	8993				
25900		Sami(s)		25923	12381					
25901		Latvia		13423		12321				
25902		Latvian_(class)		13352						
25903		Latvian_(language)		15172	25901					
25904		leaf,flap		17717	25564					
25905		lick		17752	8993					
25906		lock		17717	15144					
25907		lower_leg,shank,shin		15188	17969					
25908		magic		13135	21297					
25909		magical		25908	8998					
25910		manhole_cover		22583	15923	13901				
